Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EK","Livestock Patterns","91","Guyana","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.15","Fc","Calculated data"
"EK","Livestock Patterns","91","Guyana","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.16","Fc","Calculated data"
"EK","Livestock Patterns","91","Guyana","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","70.43","Fc","Calculated data"
"EK","Livestock Patterns","91","Guyana","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","73.85","Fc","Calculated data"
"EK","Livestock Patterns","91","Guyana","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","252000","Fc","Calculated data"
"EK","Livestock Patterns","91","Guyana","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","273801.77","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","3.12","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","3.08","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","57000","Fc","Calculated data"
"EK","Livestock Patterns","93","Haiti","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","57292.06","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.14","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.14","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","16.75","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","16.73","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","445000","Fc","Calculated data"
"EK","Livestock Patterns","95","Honduras","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","456332.71","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","17.87","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","18.65","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","300750","Fc","Calculated data"
"EK","Livestock Patterns","97","Hungary","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","320270","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","1.32","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","1.35","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","2170","Fc","Calculated data"
"EK","Livestock Patterns","99","Iceland","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","2300","Fc","Calculated data"
"EK","Livestock Patterns","100","India","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.04","Fc","Calculated data"
"EK","Livestock Patterns","100","India","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.04","Fc","Calculated data"
"EK","Livestock Patterns","100","India","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","3.97","Fc","Calculated data"
"EK","Livestock Patterns","100","India","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","4.37","Fc","Calculated data"
"EK","Livestock Patterns","100","India","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","7090000","Fc","Calculated data"
"EK","Livestock Patterns","100","India","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","7832689.73","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.31","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.38","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","55.21","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","55.31","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","17930220","Fc","Calculated data"
"EK","Livestock Patterns","101","Indonesia","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","21756120","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.2","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.22","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","40.93","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","50.47","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","9270000","Fc","Calculated data"
"EK","Livestock Patterns","102","Iran (Islamic Republic of)","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","10300684.55","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.06","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.05","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","14.16","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","16.45","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","511980","Fc","Calculated data"
"EK","Livestock Patterns","103","Iraq","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","500730","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.03","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","2.05","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","1.98","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","150000","Fc","Calculated data"
"EK","Livestock Patterns","104","Ireland","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","153789.72","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.77","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.87","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","51.1","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","51.78","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","401790","Fc","Calculated data"
"EK","Livestock Patterns","105","Israel","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","462870","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.1","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.12","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","13.42","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","14.35","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","1360000","Fc","Calculated data"
"EK","Livestock Patterns","106","Italy","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","1483485.91","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.3","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.31","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","38.43","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","41.27","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","135000","Fc","Calculated data"
"EK","Livestock Patterns","109","Jamaica","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","139159.24","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.68","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.7","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","33.46","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","35.15","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","5118","Stocks","1057","Chickens","2013","2013","Livestock units (LSU)","3064080","Fc","Calculated data"
"EK","Livestock Patterns","110","Japan","5118","Stocks","1057","Chickens","2017","2017","Livestock units (LSU)","3138230","Fc","Calculated data"
"EK","Livestock Patterns","112","Jordan","7213","Livestock units per agricultural land area","1057","Chickens","2013","2013","LSU/ha","0.26","Fc","Calculated data"
"EK","Livestock Patterns","112","Jordan","7213","Livestock units per agricultural land area","1057","Chickens","2017","2017","LSU/ha","0.27","Fc","Calculated data"
"EK","Livestock Patterns","112","Jordan","7211","Share in total livestock","1057","Chickens","2013","2013","% of total LSU","41.56","Fc","Calculated data"
"EK","Livestock Patterns","112","Jordan","7211","Share in total livestock","1057","Chickens","2017","2017","% of total LSU","39.1","Fc","Calculated data"
